timestamp,open,high,low,close,volume,trade_count,vwap,symbol,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,K_9_3,D_9_3,J_9_3,higest_price,is_highest,lowest_price,is_lowest
2022-11-02 09:59:00-04:00,148.75,148.8758,148.67,148.68,164158,1717,148.757506,AAPL,148.5691183,148.81,149.0508817,0.323744032,0.230158051,10.39867174,19.5179591,-7.839902973,152.17,0,144.09,0
2022-11-02 10:00:00-04:00,148.68,149.1999,148.67,149.12,232261,2144,148.98802,AAPL,148.5183877,148.829,149.1396123,0.417408333,0.968429578,7.399228909,15.47564718,-8.75360764,152.17,0,144.09,0
2022-11-02 10:01:00-04:00,149.122,149.34,149.122,149.225,174770,1634,149.25989,AAPL,148.4578459,148.90402,149.3501941,0.599277499,0.859702601,7.158167768,12.70190283,-3.929302351,152.17,0,144.09,0
2022-11-02 10:02:00-04:00,149.2299,149.29,149.11,149.17,150550,1426,149.193181,AAPL,148.5345557,148.98902,149.4434843,0.610064101,0.699113566,5.128346784,10.17662472,-4.968209094,152.17,0,144.09,0
2022-11-02 10:03:00-04:00,149.171,149.23,149.0901,149.145,123696,1293,149.163191,AAPL,148.6738122,149.068,149.4621878,0.528869741,0.597669189,19.46295589,13.27268916,31.84348934,152.17,0,144.09,0
2022-11-02 10:04:00-04:00,149.15,149.29,149.12,149.255,137150,1324,149.217873,AAPL,149.0828801,149.183,149.2831199,0.134224313,0.859568776,38.31888978,21.62253872,71.71159191,152.17,0,144.09,0
2022-11-02 10:05:00-04:00,149.25,149.55,149.24,149.3801,217775,2003,149.402505,AAPL,149.0703895,149.23502,149.3996505,0.22063255,0.940623053,50.05619526,31.10126883,87.96604812,152.17,0,144.09,0
2022-11-02 10:06:00-04:00,149.39,149.4901,149.34,149.475,140400,1227,149.432874,AAPL,149.0338324,149.28502,149.5362076,0.336520827,0.878163584,57.00282104,39.73563248,91.53719816,152.17,0,144.09,0
2022-11-02 10:07:00-04:00,149.475,149.64,149.4205,149.6001,117751,1236,149.511876,AAPL,149.051143,149.37104,149.690937,0.428325328,0.85802149,67.10653614,48.85962836,103.6003517,152.17,0,144.09,0
2022-11-02 10:08:00-04:00,149.61,149.63,149.3001,149.315,251983,1656,149.463169,AAPL,149.1614272,149.40504,149.6486528,0.326110588,0.315198565,71.63547118,56.45177641,102.0028607,152.17,0,144.09,0
2022-11-02 10:09:00-04:00,149.31,149.317,149.17,149.2778,209249,1863,149.222491,AAPL,149.1767772,149.4096,149.6424228,0.311657059,0.216952098,78.24945676,63.71779775,107.3127748,152.17,0,144.09,0
2022-11-02 10:10:00-04:00,149.275,149.39,149.2703,149.3,130706,1293,149.32644,AAPL,149.1443945,149.39358,149.6427655,0.333595998,0.312228241,84.12853448,70.52145649,111.3426905,152.17,0,144.09,0
2022-11-02 10:11:00-04:00,149.31,149.41,149.2608,149.32,103792,1148,149.337466,AAPL,149.1232533,149.36258,149.6019067,0.320464026,0.411042091,78.25061767,73.09786371,88.5561256,152.17,0,144.09,0
2022-11-02 10:12:00-04:00,149.31,149.32,149.01,149.13,200885,1692,149.13066,AAPL,149.1269253,149.26856,149.4101947,0.189771593,0.010854202,63.54487063,69.91351608,50.80757975,152.17,0,144.09,0
2022-11-02 10:13:00-04:00,149.1203,149.28,149.045,149.05,203026,2005,149.164985,AAPL,149.0026896,149.21556,149.4284304,0.285319339,0.111124936,55.08675951,64.97124671,35.31778512,152.17,0,144.09,0
2022-11-02 10:14:00-04:00,149.05,149.075,148.81,148.811,217734,1895,148.921755,AAPL,148.7503325,149.1222,149.4940675,0.498741976,0.081571397,50.66036891,60.20094305,31.57922062,152.17,0,144.09,0
2022-11-02 10:15:00-04:00,148.81,148.92,148.73,148.87,166849,1673,148.82241,AAPL,148.6697371,149.0362,149.4026629,0.491777,0.273237604,40.12277838,53.50821115,13.35191285,152.17,0,144.09,0
2022-11-02 10:16:00-04:00,148.86,148.96,148.82,148.88,131478,1437,148.88047,AAPL,148.7065311,148.9482,149.1898689,0.32450055,0.358897835,28.86491588,45.29377093,-3.992794215,152.17,0,144.09,0
2022-11-02 10:17:00-04:00,148.875,149.0299,148.8101,149.0199,126128,1321,148.942832,AAPL,148.7414206,148.92618,149.1109394,0.248122132,0.75362714,19.28343497,36.62365299,-15.39700106,152.17,0,144.09,0
2022-11-02 10:18:00-04:00,149.02,149.19,149.0017,149.18,128819,1163,149.097348,AAPL,148.6862729,148.95218,149.2180871,0.357036901,0.928382656,17.98382818,30.41037521,-6.869265882,152.17,0,144.09,0
2022-11-02 10:19:00-04:00,149.17,149.2687,149.14,149.19,148394,1340,149.196833,AAPL,148.7504457,149.02798,149.3055143,0.372459316,0.791891851,17.54477428,26.12184026,0.39064233,152.17,0,144.09,0
2022-11-02 10:20:00-04:00,149.1999,149.24,149.11,149.17,93750,941,149.168605,AAPL,148.8455034,149.08798,149.3304566,0.325279836,0.669129744,25.90730126,26.05032724,25.62124929,152.17,0,144.09,0
2022-11-02 10:21:00-04:00,149.1701,149.1701,148.91,148.9188,128503,1211,149.052139,AAPL,148.8792984,149.09574,149.3121816,0.290339091,0.091252343,39.33035851,30.47700493,57.03706567,152.17,0,144.09,0
2022-11-02 10:22:00-04:00,148.91,149.02,148.86,148.96,120582,1139,148.932772,AAPL,148.8462483,149.08376,149.3212717,0.318628518,0.239465452,48.76925899,36.57442351,73.15892997,152.17,0,144.09,0
2022-11-02 10:23:00-04:00,148.95,148.95,148.78,148.8,105506,1206,148.855894,AAPL,148.7072373,149.00776,149.3082827,0.403365141,0.154335574,57.37159662,43.50681496,85.10115994,152.17,0,144.09,0
2022-11-02 10:24:00-04:00,148.7984,148.91,148.78,148.84,111477,1016,148.832428,AAPL,148.679575,148.93776,149.195945,0.346701838,0.310678372,49.69015519,45.56792845,57.93460865,152.17,0,144.09,0
2022-11-02 10:25:00-04:00,148.84,149,148.77,148.93,124175,1092,148.916235,AAPL,148.7699964,148.88976,149.0095236,0.160875546,0.667997612,47.35856268,46.16480655,49.74607496,152.17,0,144.09,0
2022-11-02 10:26:00-04:00,148.93,149.09,148.922,149.02,105142,988,148.999094,AAPL,148.75,148.91,149.07,0.214894903,0.84375,35.90379017,42.74446769,22.22243512,152.17,0,144.09,0
2022-11-02 10:27:00-04:00,149.02,149.05,148.9,148.905,107849,1087,148.969021,AAPL,148.7468948,148.899,149.0511052,0.204306579,0.519723188,28.02835035,37.83909519,8.406860677,152.17,0,144.09,0
2022-11-02 10:28:00-04:00,148.9,149.02,148.875,148.97,98103,1139,148.9485,AAPL,148.8117399,148.933,149.0542601,0.162838392,0.652564673,29.3800392,35.01940983,18.10129793,152.17,0,144.09,0
2022-11-02 10:29:00-04:00,148.97,149.02,148.91,148.99,97195,1078,148.953819,AAPL,148.880635,148.963,149.045365,0.110584563,0.663904489,36.29680578,35.44520848,38.00000036,152.17,0,144.09,0
2022-11-02 10:30:00-04:00,149,149.14,148.995,149.085,126624,1365,149.066903,AAPL,148.8757799,148.994,149.1122201,0.158691133,0.88487522,33.22133151,34.70391616,30.25616222,152.17,0,144.09,0
2022-11-02 10:31:00-04:00,149.085,149.1,149,149.01,92398,1074,149.032772,AAPL,148.8752781,148.992,149.1087219,0.156682093,0.577106358,36.33195151,35.24659461,38.5026653,152.17,0,144.09,0
2022-11-02 10:32:00-04:00,149.005,149.0294,148.9,148.97,80661,1094,148.971434,AAPL,148.9196771,149.005,149.0903229,0.114523561,0.294896836,42.55005215,37.68108046,52.28799554,152.17,0,144.09,0
2022-11-02 10:33:00-04:00,148.96,149.079,148.91,149.06,86884,1003,149.000362,AAPL,148.9368374,149.023,149.1091626,0.115636696,0.714710235,56.74507982,44.03574692,82.16374562,152.17,0,144.09,0
2022-11-02 10:34:00-04:00,149.05,149.07,148.94,148.94,79287,1078,149.010742,AAPL,148.905,149.013,149.121,0.144953796,0.162037037,59.45167484,49.17438956,80.00624538,152.17,0,144.09,0
2022-11-02 10:35:00-04:00,148.945,148.945,148.81,148.848,151080,1390,148.862264,AAPL,148.8230877,148.9656,149.1081123,0.191335873,0.087404079,57.65246791,52.00041568,68.95657237,152.17,0,144.09,0
2022-11-02 10:36:00-04:00,148.85,148.9967,148.85,148.99,147742,1247,148.927211,AAPL,148.8232347,148.9616,149.0999653,0.18577313,0.602626877,64.56110473,56.18731203,81.30869013,152.17,0,144.09,0
2022-11-02 10:37:00-04:00,148.99,149.07,148.94,149.0192,122022,1064,149.007262,AAPL,148.8253051,148.97144,149.1175749,0.196191873,0.663410624,51.21683712,54.53048706,44.58953723,152.17,0,144.09,0
2022-11-02 10:38:00-04:00,149.015,149.11,148.99,149.1,107007,1168,149.058776,AAPL,148.8119668,148.97944,149.1469132,0.224827204,0.859938284,37.98294192,49.01463868,15.91954839,152.17,0,144.09,0
2022-11-02 10:39:00-04:00,149.1,149.1899,149.06,149.175,147844,1164,149.146666,AAPL,148.8060725,149.02644,149.2468075,0.295742769,0.837073359,43.50377946,47.1776856,36.15596717,152.17,0,144.09,0
2022-11-02 10:40:00-04:00,149.1775,149.23,149.1306,149.21,169104,1241,149.185488,AAPL,148.9283187,149.09884,149.2693613,0.22873598,0.825941597,50.13383277,48.16306799,54.07536233,152.17,0,144.09,0
2022-11-02 10:41:00-04:00,149.19,149.23,149.1399,149.21,97320,840,149.180815,AAPL,148.9953888,149.14284,149.2902912,0.197731486,0.727736398,62.71548447,53.01387349,82.11870645,152.17,0,144.09,0
2022-11-02 10:42:00-04:00,149.23,149.25,149.074,149.14,104925,891,149.151437,AAPL,149.0822415,149.167,149.2517585,0.113642401,0.340723902,73.83629473,59.95468057,101.5995231,152.17,0,144.09,0
2022-11-02 10:43:00-04:00,149.14,149.3,149.11,149.24,102933,975,149.227401,AAPL,149.1262977,149.195,149.2637023,0.092097264,0.827500162,80.97022823,66.95986312,108.9909585,152.17,0,144.09,0
2022-11-02 10:44:00-04:00,149.2299,149.37,149.22,149.28,169389,1447,149.296696,AAPL,149.1242612,149.216,149.3077388,0.122961022,0.848816576,85.7261839,73.21530338,110.7479449,152.17,0,144.09,0
2022-11-02 10:45:00-04:00,149.28,149.435,149.25,149.405,110702,1067,149.360804,AAPL,149.0792729,149.255,149.4307271,0.23547226,0.926798238,82.15078927,76.19379868,94.06477045,152.17,0,144.09,0
2022-11-02 10:46:00-04:00,149.405,149.4087,149.315,149.3254,104355,1066,149.359365,AAPL,149.1017446,149.27808,149.4544154,0.23625093,0.634176102,84.01889353,78.80216363,94.45235332,152.17,0,144.09,0
2022-11-02 10:47:00-04:00,149.315,149.4385,149.29,149.42,121437,1008,149.369246,AAPL,149.194759,149.33408,149.473401,0.186589699,0.808352642,83.57669825,80.39367517,89.94274441,152.17,0,144.09,0
2022-11-02 10:48:00-04:00,149.4009,149.41,149.22,149.22,150145,1155,149.306766,AAPL,149.1794915,149.33008,149.4806685,0.201685448,0.134500691,87.03093014,82.60609349,95.88060345,152.17,0,144.09,0
2022-11-02 10:49:00-04:00,149.22,149.225,149.145,149.145,88771,962,149.184652,AAPL,149.0905755,149.30308,149.5155845,0.284661973,0.128055017,83.1442156,82.78546753,83.86171175,152.17,0,144.09,0
2022-11-02 10:50:00-04:00,149.1491,149.1786,149.1,149.1,79663,879,149.142565,AAPL,149.0076504,149.24208,149.4765096,0.314160146,0.196966553,87.13357218,84.23483575,92.93104505,152.17,0,144.09,0
2022-11-02 10:51:00-04:00,149.105,149.22,149.094,149.21,109040,1138,149.149966,AAPL,148.999692,149.219,149.438308,0.293941124,0.479480913,71.44067135,79.97011428,54.38178548,152.17,0,144.09,0
2022-11-02 10:52:00-04:00,149.2101,149.44,149.17,149.435,81694,836,149.2884,AAPL,148.9916438,149.222,149.4523562,0.308743008,0.962327382,54.1200269,71.35341849,19.65324372,152.17,0,144.09,0
2022-11-02 10:53:00-04:00,149.4301,149.52,149.4,149.4405,126342,1118,149.449971,AAPL,148.977179,149.2661,149.555021,0.387122096,0.801812578,38.45770426,60.38818041,-5.403248041,152.17,0,144.09,0
2022-11-02 10:54:00-04:00,149.4511,149.6,149.42,149.5603,109354,982,149.515881,AAPL,149.0124253,149.34916,149.6858947,0.450936165,0.813510915,36.86246564,52.54627549,5.494845937,152.17,0,144.09,0
2022-11-02 10:55:00-04:00,149.56,149.56,149.38,149.405,159724,1066,149.446007,AAPL,149.1835851,149.41016,149.6367349,0.303292447,0.488613035,57.42661486,54.17305528,63.93373402,152.17,0,144.09,0
2022-11-02 10:56:00-04:00,149.4,149.41,149.29,149.4,132083,1006,149.367397,AAPL,149.3315773,149.44816,149.5647427,0.156017599,0.293451372,65.39708596,57.91439884,80.36246021,152.17,0,144.09,0
2022-11-02 10:57:00-04:00,149.4,149.405,149.33,149.3304,83604,814,149.3619,AAPL,149.2762555,149.42724,149.5782245,0.202084351,0.179304902,74.31610737,63.38163502,96.18505209,152.17,0,144.09,0
2022-11-02 10:58:00-04:00,149.345,149.44,149.335,149.42,76416,701,149.395981,AAPL,149.2727061,149.42314,149.5735739,0.201352898,0.489563523,70.03155511,65.59827505,78.89811524,152.17,0,144.09,0
2022-11-02 10:59:00-04:00,149.42,149.4206,149.2628,149.3,111791,1136,149.328328,AAPL,149.2769001,149.37108,149.4652599,0.126101983,0.12263729,66.84580618,66.01411876,68.50918101,152.17,0,144.09,0
2022-11-02 11:00:00-04:00,149.3,149.36,149.285,149.305,129777,1285,149.324374,AAPL,149.2518698,149.35108,149.4502902,0.132855006,0.267765798,60.13699331,64.05507694,52.30082605,152.17,0,144.09,0
2022-11-02 11:01:00-04:00,149.29,149.355,149.19,149.28,125809,1197,149.28552,AAPL,149.2287641,149.32708,149.4253959,0.131678637,0.260567798,61.5669547,63.22570286,58.24945837,152.17,0,144.09,0
2022-11-02 11:02:00-04:00,149.29,149.36,149.24,149.245,95077,905,149.292604,AAPL,149.1921866,149.31,149.4278134,0.157810477,0.224140066,54.61512395,60.35550989,43.13435207,152.17,0,144.09,0
2022-11-02 11:03:00-04:00,149.25,149.3,149.24,149.295,74657,870,149.271095,AAPL,149.241641,149.285,149.328359,0.058088846,0.615316401,46.87519891,55.8620729,28.90145094,152.17,0,144.09,0
2022-11-02 11:04:00-04:00,149.3,149.375,149.24,149.285,113570,1071,149.319039,AAPL,149.2412078,149.282,149.3227922,0.054651138,0.536771775,38.56720578,50.09711719,15.50738295,152.17,0,144.09,0
2022-11-02 11:05:00-04:00,149.2801,149.41,149.265,149.27,95369,1049,149.330686,AAPL,149.2409412,149.275,149.3090588,0.045632253,0.426597473,30.18301523,43.45908321,3.630879292,152.17,0,144.09,0
2022-11-02 11:06:00-04:00,149.28,149.33,149.26,149.2725,88559,768,149.291923,AAPL,149.2397954,149.2735,149.3072046,0.045158182,0.485165229,29.58146962,38.83321201,11.07798483,152.17,0,144.09,0
2022-11-02 11:07:00-04:00,149.27,149.365,149.2601,149.315,87427,868,149.316755,AAPL,149.2546366,149.2875,149.3203634,0.044026933,0.918399176,32.38764641,36.68469014,23.79355895,152.17,0,144.09,0
2022-11-02 11:08:00-04:00,149.32,149.35,149.2,149.27,100524,1060,149.290457,AAPL,149.2481489,149.2825,149.3168511,0.046021641,0.318055466,32.25843094,35.20927041,26.356752,152.17,0,144.09,0
2022-11-02 11:09:00-04:00,149.27,149.43,149.26,149.425,143132,1094,149.35902,AAPL,149.1909843,149.3105,149.4300157,0.160090133,0.979016607,32.50562063,34.30805381,28.90075425,152.17,0,144.09,0
2022-11-02 11:10:00-04:00,149.425,149.4499,149.34,149.35,75064,713,149.385195,AAPL,149.2116262,149.3265,149.4413738,0.153855938,0.602286122,39.73921976,36.11844246,46.98077436,152.17,0,144.09,0
2022-11-02 11:11:00-04:00,149.3539,149.4172,149.3,149.36,101166,866,149.368005,AAPL,149.241355,149.344,149.446645,0.137461189,0.577938511,38.6140253,36.95030341,41.94146907,152.17,0,144.09,0
2022-11-02 11:12:00-04:00,149.34,149.4099,149.23,149.23,83693,814,149.326867,AAPL,149.1887828,149.327,149.4652172,0.1851202,0.149103058,58.38157242,44.09405975,86.95659777,152.17,0,144.09,0
2022-11-02 11:13:00-04:00,149.22,149.22,148.89,148.9623,228183,2219,149.027997,AAPL,148.9371903,149.26546,149.5937297,0.439846813,0.038245512,58.92905148,49.03905699,78.70904046,152.17,0,144.09,0
2022-11-02 11:14:00-04:00,148.96,149,148.8,148.8,126522,1364,148.908482,AAPL,148.6952398,149.14046,149.5856802,0.597048117,0.117649834,60.6279044,52.90200613,76.07970095,152.17,0,144.09,0
2022-11-02 11:15:00-04:00,148.81,148.95,148.81,148.829,115499,1113,148.861959,AAPL,148.5921084,149.03626,149.4804116,0.596031654,0.266678787,44.42020358,50.07473861,33.1111335,152.17,0,144.09,0
2022-11-02 11:16:00-04:00,148.825,148.825,148.7,148.72,141652,1421,148.755955,AAPL,148.550622,148.90826,149.265898,0.480346726,0.236800881,33.91780911,44.68909544,12.37523644,152.17,0,144.09,0
2022-11-02 11:17:00-04:00,148.725,148.81,148.67,148.7099,160155,1513,148.735324,AAPL,148.6217891,148.80424,148.9866909,0.245222712,0.241464685,22.61187274,37.33002121,-6.824424197,152.17,0,144.09,0
2022-11-02 11:18:00-04:00,148.71,148.87,148.68,148.78,122902,1256,148.768969,AAPL,148.6758306,148.76778,148.8597294,0.123614686,0.566449582,16.56199015,30.40734419,-11.12871794,152.17,0,144.09,0
2022-11-02 11:19:00-04:00,148.7857,148.82,148.7212,148.77,78730,953,148.771312,AAPL,148.6752691,148.76178,148.8482909,0.116307955,0.547508469,11.93033419,24.24834085,-12.70567915,152.17,0,144.09,0
2022-11-02 11:20:00-04:00,148.765,148.785,148.7234,148.76,53045,891,148.756724,AAPL,148.6922119,148.74798,148.8037481,0.074983403,0.607767608,9.658902964,19.38519489,-9.79368089,152.17,0,144.09,0
2022-11-02 11:21:00-04:00,148.759,148.759,148.6,148.655,158356,1533,148.663715,AAPL,148.6415776,148.73498,148.8283824,0.125595727,0.071852496,11.14072609,16.63703863,0.148101032,152.17,0,144.09,0
2022-11-02 11:22:00-04:00,148.645,148.8699,148.625,148.85,150241,1291,148.71466,AAPL,148.6378441,148.763,148.8881559,0.168262139,0.847566507,11.88824994,15.05410907,5.556531703,152.17,0,144.09,0
2022-11-02 11:23:00-04:00,148.8599,148.87,148.7342,148.87,124050,998,148.813718,AAPL,148.6283697,148.781,148.9336303,0.205174414,0.79155422,11.98010194,14.02944002,7.881425764,152.17,0,144.09,0
2022-11-02 11:24:00-04:00,148.86,148.98,148.86,148.95,95424,964,148.912756,AAPL,148.6148515,148.817,149.0191485,0.271673882,0.828966146,10.94372387,13.00086797,6.82943567,152.17,0,144.09,0
2022-11-02 11:25:00-04:00,148.95,148.9701,148.91,148.91,73170,784,148.9453,AAPL,148.6430784,148.847,149.0509216,0.274001563,0.654471165,28.12914925,18.0436284,48.30019095,152.17,0,144.09,0
2022-11-02 11:26:00-04:00,148.91,148.98,148.85,148.9,132641,1097,148.897824,AAPL,148.8271814,148.896,148.9648186,0.092438483,0.52906191,44.46705188,26.85143622,79.69828319,152.17,0,144.09,0
2022-11-02 11:27:00-04:00,148.895,148.8965,148.77,148.83,86029,975,148.838934,AAPL,148.811601,148.892,148.972399,0.107996407,0.114423089,60.34645564,38.0164427,105.0064815,152.17,0,144.09,0
2022-11-02 11:28:00-04:00,148.83,148.84,148.71,148.75,81055,936,148.769291,AAPL,148.7269185,148.868,149.0090815,0.189539104,0.081802117,67.42395288,47.81894609,106.6339665,152.17,0,144.09,0
2022-11-02 11:29:00-04:00,148.748,148.86,148.72,148.86,77701,846,148.770244,AAPL,148.7347611,148.85,148.9652389,0.154838942,0.543388133,71.2650914,55.63432786,102.5266185,152.17,0,144.09,0
2022-11-02 11:30:00-04:00,148.8676,148.91,148.83,148.835,70776,737,148.867692,AAPL,148.736613,148.835,148.933387,0.132209482,0.5,67.68549953,59.65138508,83.75372842,152.17,0,144.09,0
2022-11-02 11:31:00-04:00,148.845,148.845,148.77,148.79,65917,739,148.80193,AAPL,148.7356437,148.813,148.8903563,0.103964463,0.351337289,58.28156109,59.19477708,56.4551291,152.17,0,144.09,0
2022-11-02 11:32:00-04:00,148.79,148.82,148.74,148.77,52658,612,148.784203,AAPL,148.7194157,148.801,148.8825843,0.109655597,0.310012494,61.6613916,60.01698192,64.95021096,152.17,0,144.09,0
2022-11-02 11:33:00-04:00,148.77,148.9,148.74,148.84,83755,810,148.826624,AAPL,148.7519478,148.819,148.8860522,0.090112443,0.656594371,60.82590426,60.2866227,61.90446738,152.17,0,144.09,0
2022-11-02 11:34:00-04:00,148.845,148.975,148.84,148.9207,85631,843,148.926111,AAPL,148.7270439,148.83114,148.9352361,0.13988481,0.930179509,50.42714605,57.00013049,37.28117718,152.17,0,144.09,0
2022-11-02 11:35:00-04:00,148.93,148.975,148.9,148.905,91503,844,148.93016,AAPL,148.725122,148.84514,148.965158,0.161265557,0.749379318,41.02550477,51.67525525,19.72600383,152.17,0,144.09,0
2022-11-02 11:36:00-04:00,148.9,149.01,148.86,148.99,106972,1028,148.930598,AAPL,148.735609,148.88514,149.034671,0.200867566,0.850629685,43.39971923,48.91674324,32.36567121,152.17,0,144.09,0
2022-11-02 11:37:00-04:00,148.99,149.03,148.96,148.985,108036,786,149.00367,AAPL,148.8170754,148.92814,149.0392046,0.149151983,0.755977067,54.94549183,50.92632611,62.98382329,152.17,0,144.09,0
2022-11-02 11:38:00-04:00,148.985,149.01,148.78,148.79,182843,1650,148.904937,AAPL,148.7732726,148.91814,149.0630074,0.19455973,0.057733381,61.15862978,54.337094,74.80170134,152.17,0,144.09,0
2022-11-02 11:39:00-04:00,148.79,148.8,148.37,148.38,540135,4855,148.600403,AAPL,148.35626,148.81,149.26374,0.609824627,0.02616037,71.88353096,60.18590632,95.27878025,152.17,0,144.09,0
2022-11-02 11:40:00-04:00,148.38,148.8,148.33,148.745,343371,2739,148.602312,AAPL,148.333091,148.778,149.222909,0.598084367,0.462913763,76.41697763,65.59626342,98.05840605,152.17,0,144.09,0
2022-11-02 11:41:00-04:00,148.75,148.94,148.7401,148.85,183561,1514,148.864986,AAPL,148.3462674,148.75,149.1537326,0.542833727,0.623844351,56.69177819,62.62810168,44.81913121,152.17,0,144.09,0
2022-11-02 11:42:00-04:00,148.85,148.98,148.77,148.97,199256,1147,148.862201,AAPL,148.3501323,148.747,149.1438677,0.533614441,0.780950024,38.2995693,54.51859089,5.861526126,152.17,0,144.09,0
2022-11-02 11:43:00-04:00,148.96,148.99,148.9,148.98,104882,992,148.943196,AAPL,148.3449091,148.785,149.2250909,0.591579662,0.72154514,45.29495096,51.44404424,32.9967644,152.17,0,144.09,0
2022-11-02 11:44:00-04:00,148.97,149,148.92,148.97,77096,764,148.966766,AAPL,148.718219,148.903,149.087781,0.248189696,0.681295744,54.95853874,52.61554241,59.64453139,152.17,0,144.09,0
2022-11-02 11:45:00-04:00,148.98,149.01,148.935,148.9601,83084,824,148.978808,AAPL,148.8491787,148.94602,149.0428613,0.130035494,0.572696222,67.1152163,57.44876704,86.44811482,152.17,0,144.09,0
2022-11-02 11:46:00-04:00,148.965,149.04,148.8955,149.0294,145987,1316,148.964464,AAPL,148.9327609,148.9819,149.0310391,0.065966603,0.98332135,75.69585849,63.53113085,100.0253137,152.17,0,144.09,0
2022-11-02 11:47:00-04:00,149.02,149.04,148.891,149.0367,108286,1039,148.976306,AAPL,148.9320579,148.99524,149.0584221,0.084810896,0.828099263,80.94009613,69.33411928,104.1520498,152.17,0,144.09,0
2022-11-02 11:48:00-04:00,149.03,149.09,148.935,148.99,169729,1345,149.018529,AAPL,148.9354975,148.99724,149.0589825,0.082877388,0.441369407,83.96482599,74.21102152,103.4724349,152.17,0,144.09,0
2022-11-02 11:49:00-04:00,148.98,149.1,148.95,149.0142,150406,1174,149.005666,AAPL,148.9500795,149.00608,149.0620805,0.07516537,0.572499371,88.81223141,79.07809148,108.2805113,152.17,0,144.09,0
2022-11-02 11:50:00-04:00,149.01,149.05,148.89,148.8907,185323,1285,148.966769,AAPL,148.885785,148.9922,149.098615,0.142846352,0.023093376,92.38655803,83.514247,110.1311801,152.17,0,144.09,0
2022-11-02 11:51:00-04:00,148.89,148.96,148.7931,148.84,117603,1362,148.876637,AAPL,148.8026316,148.95432,149.1060084,0.203671012,0.123174842,90.53840711,85.8556337,99.90395392,152.17,0,144.09,0
